Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de carga,Carga en TM
2019,Enero,Ene. 2019,AAP,Arequipa,carga nacional,170.83
2019,Enero,Ene. 2019,AAP,Ayacucho,carga nacional,17.16
2019,Enero,Ene. 2019,AAP,Juliaca,carga nacional,69.23
2019,Enero,Ene. 2019,AAP,Puerto Maldonado,carga nacional,46.51
2019,Enero,Ene. 2019,AAP,Tacna,carga nacional,65.79
2019,Enero,Ene. 2019,ADP,Cajamarca,carga nacional,34.71
2019,Enero,Ene. 2019,ADP,Chiclayo,carga nacional,66.18
2019,Enero,Ene. 2019,ADP,Iquitos,carga nacional,718.33
2019,Enero,Ene. 2019,ADP,Iquitos,carga internacional,14.54
2019,Enero,Ene. 2019,ADP,Piura,carga nacional,115.11
2019,Enero,Ene. 2019,ADP,Pucallpa,carga nacional,133.62
2019,Enero,Ene. 2019,ADP,Tarapoto,carga nacional,123.09
2019,Enero,Ene. 2019,ADP,Trujillo,carga nacional,39.46
2019,Enero,Ene. 2019,ADP,Tumbes,carga nacional,19.99
2019,Enero,Ene. 2019,COR,Atalaya,carga nacional,2.38
2019,Enero,Ene. 2019,COR,Cusco,carga nacional,122.63
2019,Enero,Ene. 2019,COR,Huánuco,carga nacional,8.00
2019,Enero,Ene. 2019,COR,Jauja,carga nacional,0.08
2019,Enero,Ene. 2019,COR,Tingo María,carga nacional,9.40
2019,Enero,Ene. 2019,COR,Yurimaguas,carga nacional,13.50
2019,Enero,Ene. 2019,LAP,Lima,carga nacional,"1,892.71"
2019,Enero,Ene. 2019,LAP,Lima,carga internacional,"21,963.97"
2019,Febrero,Feb. 2019,AAP,Arequipa,carga nacional,205.92
2019,Febrero,Feb. 2019,AAP,Ayacucho,carga nacional,14.02
2019,Febrero,Feb. 2019,AAP,Juliaca,carga nacional,70.95
2019,Febrero,Feb. 2019,AAP,Puerto Maldonado,carga nacional,48.29
2019,Febrero,Feb. 2019,AAP,Tacna,carga nacional,78.41
2019,Febrero,Feb. 2019,ADP,Cajamarca,carga nacional,33.86
2019,Febrero,Feb. 2019,ADP,Chiclayo,carga nacional,45.49
2019,Febrero,Feb. 2019,ADP,Iquitos,carga nacional,725.92
2019,Febrero,Feb. 2019,ADP,Piura,carga nacional,103.51
2019,Febrero,Feb. 2019,ADP,Pucallpa,carga nacional,113.32
2019,Febrero,Feb. 2019,ADP,Tarapoto,carga nacional,125.17
2019,Febrero,Feb. 2019,ADP,Trujillo,carga nacional,41.21
2019,Febrero,Feb. 2019,ADP,Tumbes,carga nacional,19.00
2019,Febrero,Feb. 2019,COR,Atalaya,carga nacional,2.46
2019,Febrero,Feb. 2019,COR,Cusco,carga nacional,106.43
2019,Febrero,Feb. 2019,COR,Huánuco,carga nacional,11.50
2019,Febrero,Feb. 2019,COR,Jauja,carga nacional,0.82
2019,Febrero,Feb. 2019,COR,Tingo María,carga nacional,10.50
2019,Febrero,Feb. 2019,COR,Yurimaguas,carga nacional,12.25
2019,Febrero,Feb. 2019,LAP,Lima,carga nacional,"1,887.86"
2019,Febrero,Feb. 2019,LAP,Lima,carga internacional,"15,837.73"
2019,Marzo,Mar. 2019,AAP,Arequipa,carga nacional,182.93
2019,Marzo,Mar. 2019,AAP,Ayacucho,carga nacional,15.38
2019,Marzo,Mar. 2019,AAP,Juliaca,carga nacional,77.05
2019,Marzo,Mar. 2019,AAP,Puerto Maldonado,carga nacional,55.10
2019,Marzo,Mar. 2019,AAP,Tacna,carga nacional,73.06
2019,Marzo,Mar. 2019,ADP,Cajamarca,carga nacional,36.68
2019,Marzo,Mar. 2019,ADP,Chiclayo,carga nacional,61.65
2019,Marzo,Mar. 2019,ADP,Iquitos,carga nacional,913.95
2019,Marzo,Mar. 2019,ADP,Iquitos,carga internacional,1.48
2019,Marzo,Mar. 2019,ADP,Piura,carga nacional,125.47
2019,Marzo,Mar. 2019,ADP,Pucallpa,carga nacional,150.46
2019,Marzo,Mar. 2019,ADP,Tarapoto,carga nacional,137.48
2019,Marzo,Mar. 2019,ADP,Trujillo,carga nacional,38.63
2019,Marzo,Mar. 2019,ADP,Tumbes,carga nacional,22.32
2019,Marzo,Mar. 2019,COR,Atalaya,carga nacional,3.31
2019,Marzo,Mar. 2019,COR,Cusco,carga nacional,126.12
2019,Marzo,Mar. 2019,COR,Huánuco,carga nacional,14.54
2019,Marzo,Mar. 2019,COR,Jauja,carga nacional,4.58
2019,Marzo,Mar. 2019,COR,Tingo María,carga nacional,13.54
2019,Marzo,Mar. 2019,COR,Yurimaguas,carga nacional,12.77
2019,Marzo,Mar. 2019,LAP,Lima,carga nacional,"2,257.34"
2019,Marzo,Mar. 2019,LAP,Lima,carga internacional,"18,690.35"
2019,Abril,Abr. 2019,AAP,Arequipa,carga nacional,166.59
2019,Abril,Abr. 2019,AAP,Ayacucho,carga nacional,17.88
2019,Abril,Abr. 2019,AAP,Juliaca,carga nacional,69.27
2019,Abril,Abr. 2019,AAP,Puerto Maldonado,carga nacional,56.16
2019,Abril,Abr. 2019,AAP,Tacna,carga nacional,78.61
2019,Abril,Abr. 2019,ADP,Cajamarca,carga nacional,33.74
2019,Abril,Abr. 2019,ADP,Chiclayo,carga nacional,49.15
2019,Abril,Abr. 2019,ADP,Iquitos,carga nacional,772.00
2019,Abril,Abr. 2019,ADP,Piura,carga nacional,102.58
2019,Abril,Abr. 2019,ADP,Pucallpa,carga nacional,162.06
2019,Abril,Abr. 2019,ADP,Tarapoto,carga nacional,124.64
2019,Abril,Abr. 2019,ADP,Trujillo,carga nacional,38.63
2019,Abril,Abr. 2019,ADP,Tumbes,carga nacional,19.08
2019,Abril,Abr. 2019,COR,Atalaya,carga nacional,2.50
2019,Abril,Abr. 2019,COR,Cusco,carga nacional,141.26
2019,Abril,Abr. 2019,COR,Huánuco,carga nacional,15.80
2019,Abril,Abr. 2019,COR,Jauja,carga nacional,1.91
2019,Abril,Abr. 2019,COR,Tingo María,carga nacional,13.40
2019,Abril,Abr. 2019,COR,Yurimaguas,carga nacional,13.09
2019,Abril,Abr. 2019,LAP,Lima,carga nacional,"2,108.85"
2019,Abril,Abr. 2019,LAP,Lima,carga internacional,"17,872.45"
2019,Mayo,May. 2019,AAP,Arequipa,carga nacional,192.32
2019,Mayo,May. 2019,AAP,Ayacucho,carga nacional,14.79
2019,Mayo,May. 2019,AAP,Juliaca,carga nacional,73.30
2019,Mayo,May. 2019,AAP,Puerto Maldonado,carga nacional,54.98
2019,Mayo,May. 2019,AAP,Tacna,carga nacional,71.40
2019,Mayo,May. 2019,ADP,Cajamarca,carga nacional,38.86
2019,Mayo,May. 2019,ADP,Chiclayo,carga nacional,42.82
2019,Mayo,May. 2019,ADP,Iquitos,carga nacional,890.66
2019,Mayo,May. 2019,ADP,Piura,carga nacional,106.36
2019,Mayo,May. 2019,ADP,Pucallpa,carga nacional,170.40
2019,Mayo,May. 2019,ADP,Tarapoto,carga nacional,149.86
2019,Mayo,May. 2019,ADP,Trujillo,carga nacional,43.98
2019,Mayo,May. 2019,ADP,Tumbes,carga nacional,22.13
2019,Mayo,May. 2019,COR,Atalaya,carga nacional,5.68
2019,Mayo,May. 2019,COR,Cusco,carga nacional,133.75
2019,Mayo,May. 2019,COR,Huánuco,carga nacional,11.54
2019,Mayo,May. 2019,COR,Jauja,carga nacional,1.50
2019,Mayo,May. 2019,COR,Tingo María,carga nacional,9.71
2019,Mayo,May. 2019,COR,Yurimaguas,carga nacional,13.28
2019,Mayo,May. 2019,LAP,Lima,carga nacional,"2,153.86"
2019,Mayo,May. 2019,LAP,Lima,carga internacional,"18,309.42"
2019,Junio,Jun. 2019,AAP,Arequipa,carga nacional,166.79
2019,Junio,Jun. 2019,AAP,Ayacucho,carga nacional,15.83
2019,Junio,Jun. 2019,AAP,Juliaca,carga nacional,69.02
2019,Junio,Jun. 2019,AAP,Puerto Maldonado,carga nacional,50.74
2019,Junio,Jun. 2019,AAP,Tacna,carga nacional,73.56
2019,Junio,Jun. 2019,ADP,Cajamarca,carga nacional,42.60
2019,Junio,Jun. 2019,ADP,Chiclayo,carga nacional,49.54
2019,Junio,Jun. 2019,ADP,Iquitos,carga nacional,838.37
2019,Junio,Jun. 2019,ADP,Iquitos,carga internacional,0.37
2019,Junio,Jun. 2019,ADP,Piura,carga nacional,106.19
2019,Junio,Jun. 2019,ADP,Pucallpa,carga nacional,164.43
2019,Junio,Jun. 2019,ADP,Tarapoto,carga nacional,146.10
2019,Junio,Jun. 2019,ADP,Trujillo,carga nacional,40.15
2019,Junio,Jun. 2019,ADP,Tumbes,carga nacional,22.60
2019,Junio,Jun. 2019,COR,Atalaya,carga nacional,4.39
2019,Junio,Jun. 2019,COR,Cusco,carga nacional,156.23
2019,Junio,Jun. 2019,COR,Huánuco,carga nacional,12.01
2019,Junio,Jun. 2019,COR,Jauja,carga nacional,1.98
2019,Junio,Jun. 2019,COR,Tingo María,carga nacional,8.55
2019,Junio,Jun. 2019,COR,Yurimaguas,carga nacional,12.46
2019,Junio,Jun. 2019,LAP,Lima,carga nacional,"2,180.64"
2019,Junio,Jun. 2019,LAP,Lima,carga internacional,"18,544.43"
2019,Julio,Jul. 2019,AAP,Arequipa,carga nacional,220.17
2019,Julio,Jul. 2019,AAP,Ayacucho,carga nacional,14.61
2019,Julio,Jul. 2019,AAP,Juliaca,carga nacional,67.18
2019,Julio,Jul. 2019,AAP,Puerto Maldonado,carga nacional,56.83
2019,Julio,Jul. 2019,AAP,Tacna,carga nacional,78.73
2019,Julio,Jul. 2019,ADP,Cajamarca,carga nacional,55.02
2019,Julio,Jul. 2019,ADP,Chiclayo,carga nacional,54.92
2019,Julio,Jul. 2019,ADP,Iquitos,carga nacional,871.86
2019,Julio,Jul. 2019,ADP,Iquitos,carga internacional,0.25
2019,Julio,Jul. 2019,ADP,Piura,carga nacional,117.38
2019,Julio,Jul. 2019,ADP,Piura,carga internacional,17.85
2019,Julio,Jul. 2019,ADP,Pucallpa,carga nacional,147.15
2019,Julio,Jul. 2019,ADP,Tarapoto,carga nacional,141.77
2019,Julio,Jul. 2019,ADP,Trujillo,carga nacional,45.94
2019,Julio,Jul. 2019,ADP,Tumbes,carga nacional,20.95
2019,Julio,Jul. 2019,COR,Atalaya,carga nacional,4.10
2019,Julio,Jul. 2019,COR,Cusco,carga nacional,162.73
2019,Julio,Jul. 2019,COR,Huánuco,carga nacional,12.70
2019,Julio,Jul. 2019,COR,Jauja,carga nacional,0.63
2019,Julio,Jul. 2019,COR,Tingo María,carga nacional,11.13
2019,Julio,Jul. 2019,COR,Yurimaguas,carga nacional,13.42
2019,Julio,Jul. 2019,LAP,Lima,carga nacional,"2,261.79"
2019,Julio,Jul. 2019,LAP,Lima,carga internacional,"21,821.23"
2019,Agosto,Ago. 2019,AAP,Arequipa,carga nacional,264.90
2019,Agosto,Ago. 2019,AAP,Ayacucho,carga nacional,14.30
2019,Agosto,Ago. 2019,AAP,Juliaca,carga nacional,87.24
2019,Agosto,Ago. 2019,AAP,Puerto Maldonado,carga nacional,62.38
2019,Agosto,Ago. 2019,AAP,Tacna,carga nacional,111.61
2019,Agosto,Ago. 2019,ADP,Cajamarca,carga nacional,60.48
2019,Agosto,Ago. 2019,ADP,Chiclayo,carga nacional,54.05
2019,Agosto,Ago. 2019,ADP,Iquitos,carga nacional,896.45
2019,Agosto,Ago. 2019,ADP,Iquitos,carga internacional,1.83
2019,Agosto,Ago. 2019,ADP,Piura,carga nacional,123.75
2019,Agosto,Ago. 2019,ADP,Piura,carga internacional,0.02
2019,Agosto,Ago. 2019,ADP,Pucallpa,carga nacional,278.68
2019,Agosto,Ago. 2019,ADP,Tarapoto,carga nacional,150.84
2019,Agosto,Ago. 2019,ADP,Trujillo,carga nacional,46.31
2019,Agosto,Ago. 2019,ADP,Tumbes,carga nacional,23.49
2019,Agosto,Ago. 2019,COR,Atalaya,carga nacional,310.89
2019,Agosto,Ago. 2019,COR,Cusco,carga nacional,166.87
2019,Agosto,Ago. 2019,COR,Huánuco,carga nacional,13.23
2019,Agosto,Ago. 2019,COR,Jauja,carga nacional,0.00
2019,Agosto,Ago. 2019,COR,Tingo María,carga nacional,13.01
2019,Agosto,Ago. 2019,COR,Yurimaguas,carga nacional,10.84
2019,Agosto,Ago. 2019,LAP,Lima,carga nacional,"2,489.03"
2019,Agosto,Ago. 2019,LAP,Lima,carga internacional,"21,103.67"
2019,Setiembre,Set. 2019,AAP,Arequipa,carga nacional,209.86
2019,Setiembre,Set. 2019,AAP,Ayacucho,carga nacional,19.19
2019,Setiembre,Set. 2019,AAP,Juliaca,carga nacional,62.06
2019,Setiembre,Set. 2019,AAP,Puerto Maldonado,carga nacional,56.49
2019,Setiembre,Set. 2019,AAP,Tacna,carga nacional,83.75
2019,Setiembre,Set. 2019,ADP,Cajamarca,carga nacional,62.78
2019,Setiembre,Set. 2019,ADP,Chiclayo,carga nacional,46.36
2019,Setiembre,Set. 2019,ADP,Iquitos,carga nacional,924.51
2019,Setiembre,Set. 2019,ADP,Iquitos,carga internacional,1.19
2019,Setiembre,Set. 2019,ADP,Piura,carga nacional,128.65
2019,Setiembre,Set. 2019,ADP,Piura,carga internacional,18.90
2019,Setiembre,Set. 2019,ADP,Pucallpa,carga nacional,338.96
2019,Setiembre,Set. 2019,ADP,Tarapoto,carga nacional,150.25
2019,Setiembre,Set. 2019,ADP,Trujillo,carga nacional,47.41
2019,Setiembre,Set. 2019,ADP,Tumbes,carga nacional,24.52
2019,Setiembre,Set. 2019,COR,Atalaya,carga nacional,416.03
2019,Setiembre,Set. 2019,COR,Chimbote,carga nacional,157.25
2019,Setiembre,Set. 2019,COR,Huánuco,carga nacional,17.70
2019,Setiembre,Set. 2019,COR,Tingo María,carga nacional,11.97
2019,Setiembre,Set. 2019,COR,Yurimaguas,carga nacional,12.93
2019,Setiembre,Set. 2019,LAP,Lima,carga nacional,"2,451.05"
2019,Setiembre,Set. 2019,LAP,Lima,carga internacional,"22,496.12"
2019,Octubre,Oct. 2019,AAP,Arequipa,carga nacional,218.04
2019,Octubre,Oct. 2019,AAP,Ayacucho,carga nacional,16.21
2019,Octubre,Oct. 2019,AAP,Juliaca,carga nacional,70.60
2019,Octubre,Oct. 2019,AAP,Puerto Maldonado,carga nacional,64.28
2019,Octubre,Oct. 2019,AAP,Tacna,carga nacional,76.44
2019,Octubre,Oct. 2019,ADP,Cajamarca,carga nacional,58.36
2019,Octubre,Oct. 2019,ADP,Chiclayo,carga nacional,56.29
2019,Octubre,Oct. 2019,ADP,Iquitos,carga nacional,"1,044.20"
2019,Octubre,Oct. 2019,ADP,Piura,carga nacional,147.59
2019,Octubre,Oct. 2019,ADP,Piura,carga internacional,18.90
2019,Octubre,Oct. 2019,ADP,Pucallpa,carga nacional,215.11
2019,Octubre,Oct. 2019,ADP,Tarapoto,carga nacional,142.88
2019,Octubre,Oct. 2019,ADP,Trujillo,carga nacional,58.42
2019,Octubre,Oct. 2019,ADP,Tumbes,carga nacional,36.71
2019,Octubre,Oct. 2019,COR,Atalaya,carga nacional,42.95
2019,Octubre,Oct. 2019,COR,Chimbote,carga nacional,166.67
2019,Octubre,Oct. 2019,COR,Huánuco,carga nacional,17.20
2019,Octubre,Oct. 2019,COR,Tingo María,carga nacional,11.90
2019,Octubre,Oct. 2019,COR,Yurimaguas,carga nacional,11.90
2019,Octubre,Oct. 2019,LAP,Lima,carga nacional,"2,728.71"
2019,Octubre,Oct. 2019,LAP,Lima,carga internacional,"21,803.61"
2019,Noviembre,Nov. 2019,AAP,Arequipa,carga nacional,205.68
2019,Noviembre,Nov. 2019,AAP,Ayacucho,carga nacional,11.71
2019,Noviembre,Nov. 2019,AAP,Juliaca,carga nacional,75.03
2019,Noviembre,Nov. 2019,AAP,Puerto Maldonado,carga nacional,64.26
2019,Noviembre,Nov. 2019,AAP,Tacna,carga nacional,81.61
2019,Noviembre,Nov. 2019,ADP,Cajamarca,carga nacional,68.40
2019,Noviembre,Nov. 2019,ADP,Chiclayo,carga nacional,57.13
2019,Noviembre,Nov. 2019,ADP,Iquitos,carga nacional,931.86
2019,Noviembre,Nov. 2019,ADP,Iquitos,carga internacional,15.11
2019,Noviembre,Nov. 2019,ADP,Piura,carga nacional,136.23
2019,Noviembre,Nov. 2019,ADP,Piura,carga internacional,19.95
2019,Noviembre,Nov. 2019,ADP,Pucallpa,carga nacional,125.33
2019,Noviembre,Nov. 2019,ADP,Tarapoto,carga nacional,123.32
2019,Noviembre,Nov. 2019,ADP,Trujillo,carga nacional,48.66
2019,Noviembre,Nov. 2019,ADP,Tumbes,carga nacional,27.22
2019,Noviembre,Nov. 2019,COR,Atalaya,carga nacional,2.12
2019,Noviembre,Nov. 2019,COR,Cusco,carga nacional,143.81
2019,Noviembre,Nov. 2019,COR,Huánuco,carga nacional,24.33
2019,Noviembre,Nov. 2019,COR,Tingo María,carga nacional,12.31
2019,Noviembre,Nov. 2019,COR,Yurimaguas,carga nacional,13.40
2019,Noviembre,Nov. 2019,LAP,Lima,carga nacional,"2,413.53"
2019,Noviembre,Nov. 2019,LAP,Lima,carga internacional,"22,337.15"
2019,Diciembre,Dic. 2019,AAP,Arequipa,carga nacional,228.19
2019,Diciembre,Dic. 2019,AAP,Ayacucho,carga nacional,16.03
2019,Diciembre,Dic. 2019,AAP,Juliaca,carga nacional,98.12
2019,Diciembre,Dic. 2019,AAP,Puerto Maldonado,carga nacional,79.26
2019,Diciembre,Dic. 2019,AAP,Tacna,carga nacional,87.13
2019,Diciembre,Dic. 2019,ADP,Cajamarca,carga nacional,73.65
2019,Diciembre,Dic. 2019,ADP,Chiclayo,carga nacional,87.79
2019,Diciembre,Dic. 2019,ADP,Iquitos,carga nacional,996.03
2019,Diciembre,Dic. 2019,ADP,Iquitos,carga internacional,1.94
2019,Diciembre,Dic. 2019,ADP,Piura,carga nacional,173.04
2019,Diciembre,Dic. 2019,ADP,Piura,carga internacional,19.95
2019,Diciembre,Dic. 2019,ADP,Pucallpa,carga nacional,135.17
2019,Diciembre,Dic. 2019,ADP,Tarapoto,carga nacional,149.22
2019,Diciembre,Dic. 2019,ADP,Trujillo,carga nacional,61.77
2019,Diciembre,Dic. 2019,ADP,Tumbes,carga nacional,44.15
2019,Diciembre,Dic. 2019,COR,Atalaya,carga nacional,3.40
2019,Diciembre,Dic. 2019,COR,Cusco,carga nacional,152.57
2019,Diciembre,Dic. 2019,COR,Huánuco,carga nacional,26.10
2019,Diciembre,Dic. 2019,COR,Tingo María,carga nacional,12.50
2019,Diciembre,Dic. 2019,COR,Yurimaguas,carga nacional,12.70
2019,Diciembre,Dic. 2019,LAP,Lima,carga nacional,"2,499.42"
2019,Diciembre,Dic. 2019,LAP,Lima,carga internacional,"23,221.26"
2020,Enero,Ene. 2020,AAP,Arequipa,carga nacional,196.44
2020,Enero,Ene. 2020,AAP,Ayacucho,carga nacional,15.34
2020,Enero,Ene. 2020,AAP,Juliaca,carga nacional,64.64
2020,Enero,Ene. 2020,AAP,Puerto Maldonado,carga nacional,59.39
2020,Enero,Ene. 2020,AAP,Tacna,carga nacional,70.29
2020,Enero,Ene. 2020,ADP,Cajamarca,carga nacional,60.69
2020,Enero,Ene. 2020,ADP,Chiclayo,carga nacional,70.25
2020,Enero,Ene. 2020,ADP,Iquitos,carga nacional,860.02
2020,Enero,Ene. 2020,ADP,Iquitos,carga internacional,3.04
2020,Enero,Ene. 2020,ADP,Piura,carga nacional,131.87
2020,Enero,Ene. 2020,ADP,Pucallpa,carga nacional,114.14
2020,Enero,Ene. 2020,ADP,Tarapoto,carga nacional,126.50
2020,Enero,Ene. 2020,ADP,Trujillo,carga nacional,46.91
2020,Enero,Ene. 2020,ADP,Tumbes,carga nacional,31.77
2020,Enero,Ene. 2020,COR,Atalaya,carga nacional,1.82
2020,Enero,Ene. 2020,COR,Cusco,carga nacional,119.56
2020,Enero,Ene. 2020,COR,Huánuco,carga nacional,19.90
2020,Enero,Ene. 2020,COR,Tingo María,carga nacional,12.60
2020,Enero,Ene. 2020,COR,Yurimaguas,carga nacional,12.90
2020,Enero,Ene. 2020,LAP,Lima,carga nacional,"2,605.03"
